Sensor ID, Y8585-1-14-21-0
Raw filter data at SS=77
203.5,203.5,172.66,191.38,194.8,178.26,177.2,180.66,182.94,179,181.52,181.94,182.86,179.28,180.98,183,185.46,185.12,180.52,173.4,168.08,171.62,180.56,184.74,174,184.16,168.62,184.32,180.3,177.84,192.44,2337.56,108.7,181.02,173.62,167.54,171.56,168.2,167.78,173.42,174.68,165.54,165.2,167.28,167.6,169.7,169.4,172.02,177.12,166.28,163.66,164.92,162.62,161.44,168.32,168.7,158.36,164.82,163.82,162.74,175.26,170.66,171.64,205.86,97.28,180,193.28,179.96,181.06,180.78,183.88,174.92,178.48,175.92,178.86,170.38,183.76,178.76,185.42,175.9,167.82,182.54,170.44,178.74,165.14,179.38,168.52,171.96,166.34,182.04,167.16,174.56,180.96,190.04,170.4,191.4,113.44,210.62,1582.04,2584.3,1143.2,1120.54,1117.28,1058.46,1034.62,1015.68,1023.86,980.08,951,944.42,943.8,919.98,929.3,918.1,927.44,920.84,933.08,938.52,919.7,896.46,839.08,794.06,787.76,792.58,2564.86,1517.68,206.5,203.1,102.3,212.28,1605.4,971.12,1136.34,203.28,191.42,197.08,197.36,192.04,281.24,229.66,207.66,206.58,235.46,225.46,208.64,197.44,210.28,198.92,227.16,342.9,324.16,349.86,284.96,275.06,305.46,962.74,834.34,1550.1,203.1,196.78,111.26,211.84,1598.42,970.56,418.7,213.14,204.32,207.96,201.8,197.76,186.76,187.68,186.78,190.44,194.54,191.56,181.62,181.26,196.34,189.5,245.52,252.48,224.02,221.58,213.78,204.08,237.36,584.24,831.48,1542.52,201.6,196.14,104.04,210.86,1588.26,952.1,448.78,330.08,1187.04,1188.44,1194.78,1204.28,211,211.56,201.98,201.92,202.9,213.24,203.02,211.06,209.22,201.86,197.34,198.04,199.32,202.92,204.86,196.76,235.94,325.66,842.34,1520.64,201.94,194.22,107.72,218.62,1560.98,949.74,635.38,343.94,215,2762.64,1032.56,1038.1,1026.28,1029.06,1071.58,1065.64,1048.02,1085.16,1063.72,1085.36,1091.52,1097.18,1088.08,1094.66,1127.94,1120.46,2736.66,220.24,247.12,526.5,802,1515.42,209.24,209.38,115.86,218.74,1552.08,885.26,671.08,428.92,221.34,1146.26,1338.44,1342.64,1351.46,1354.48,1346.42,1332.52,1326.92,1323.38,1295.48,1241.86,1231.08,1214.2,1213.78,1193.72,1175.76,1119.94,1110.1,221.28,289.76,534.76,798.3,1668.6,221.68,211.62,109.24,309.22,1637.68,890.3,661.16,821.68,213.72,1138.06,1142.52,1617.5,1663.82,1843.54,1866.62,1891.72,2004.36,2017.64,2038.48,2034.64,2044.18,2045.74,2027.08,2020.04,1977.36,1129.6,1127.32,217.62,670.62,578.86,822,1612.98,233,211.1,109.24,271.32,1643.46,878.06,668.64,795.26,219.22,1146.92,1130.68,2070.94,925.6,895.78,866.28,845.68,818.34,798.64,845.18,826.4,790.62,755.64,747.44,807.72,2041.58,1102.02,1140.5,213.7,641.18,664.88,797.62,1611.22,221.7,203.76,111.02,268.46,1645.68,872.82,771.48,746.02,220.38,1154,1100.6,2055.34,836.26,244.44,230.34,273.64,276.84,453.24,440.88,437.02,403.46,378.18,379.26,921.72,2178.34,1087.36,1137.1,216.48,599.56,638.76,811.84,1569.34,241.92,207.58,112.76,309.98,1607.5,917.26,773.46,882.02,223.68,1186.9,1091.82,2163.74,970.22,393.72,199.28,202.74,199.18,183.58,179,188.2,192.34,181.66,378.42,907.96,2088.92,1067.12,1179.1,222.7,694.72,709.06,1013.8,1576.02,229.96,218.1,115.98,307.54,1589.44,1092.68,866.42,858.6,226.16,1195.56,1138.36,2087.08,1171.72,455.92,195.06,207.92,208.62,196.4,203.1,193.26,200.4,194.34,437.76,1127.6,2029.42,1086.42,1182.52,212.02,651.46,919.88,1007,1681.02,228.76,206.04,114.66,362.86,1698.54,1159.78,1057.44,996.34,233.68,1215.9,1108.1,2005.24,1189.64,425.84,197.48,204.98,194.46,201.26,189.28,190.76,198.06,190.76,414.1,1223.7,1944.08,1098.84,1182.66,213.64,736.08,896.12,1040.68,1619.36,249.6,199.96,112.56,628.7,229.18,1174.94,1047.3,1320.12,214.1,1218.66,1128.54,1955.14,1284,421.82,188.84,210.9,209.12,1602.38,216.86,201.54,203,190.2,447.18,1244.52,1872.72,1097.98,1199.44,219.68,1072.08,871.5,1066.64,224.58,499.32,208.68,2514.1,639.2,206.08,1222.82,989.62,1280.54,220.4,1226.22,1113.38,1894.98,1286.14,463.68,195.42,210.7,197.7,215.66,3730.92,227.24,213.48,189.58,623.96,1249.88,1844.64,1114.68,1186.6,213.8,1032.14,819.26,1104.1,202.62,514.42,2617.6,110.42,564.12,205.98,1178.9,1024.88,1230.88,217.64,1255.2,1139.32,1862.18,1295.26,627.96,191.4,214.48,206.7,194.84,204.08,201,210.76,205.86,571.54,1248.22,1825.02,1101.48,1217,219.3,976.1,826.6,1075.18,222.4,438.28,212.52,105.8,628.32,206.94,1151.26,972.8,1308.34,211.18,1246.14,1186.62,1835.06,1274.78,592,225.5,213.62,215.54,212.88,204.1,204.96,202.24,200.3,544.08,1240.1,1815.18,1152.14,1212.62,204.32,1036.74,801.38,1064.68,216.88,400.62,198.58,114.34,605.22,219.02,1154.88,950.54,226.02,205.18,1234.98,1158.06,1866.26,1342.76,598.44,250.8,252.48,247.4,234.52,230.52,266.5,253.08,240.48,561.92,1283.84,1856.5,1113.94,1215.66,207.74,205.18,878.62,1211.72,209.42,396.82,191,104.78,651.72,218.9,1267.48,1021.26,209.58,197.26,1235,1139.68,1886.66,1307,591.02,660.82,659.44,673.28,656.3,648,748.58,717.2,905.62,921.6,1441.62,1775.8,1107.48,1196.16,203.68,207.26,1062,1199.94,212.46,473.34,203.7,115.02,828.3,223.8,1304.18,1177.98,205.94,205.12,1240.3,1123.52,1799.78,1423.28,1427.12,1465.54,1455.08,1435.9,1432.32,1488.62,1486.92,1489.78,1502.82,1510.16,1604.8,1750.22,1084.04,1205.82,203.42,201.06,1073.58,1256.06,222.84,657.66,203.82,110.22,780.08,220.12,1317.18,1199.9,206.38,202.02,1249.56,1085.64,1750.14,1744.44,1749.22,1726.14,1659.52,1642.02,1587.44,1570.18,1524.76,1512.06,1486.44,1476.42,1382.92,1345.38,1050.68,1230.88,210.66,198.72,1061.72,1263.9,216.08,623.84,206.02,105.84,727.74,213.52,1367.5,1175.04,215.8,199.48,1231.06,1088.86,1090.3,1100.18,1126.24,1115.44,1097.14,1084.56,1089.98,1080.72,1077.36,1108.88,1097.28,1070.54,1071.16,1058.26,1049.16,1238.96,214.48,208.92,1105.56,1298.7,215.74,589.84,203.24,115.18,768.76,225.2,1332.42,1210.52,216.54,204.94,2761.98,1256.58,1261.3,1263.22,1280.88,1273.64,1274,1301.34,1298.14,1276.98,1274.86,1280.42,1255.84,1235.84,1225.58,1216.98,1196.66,2745.18,223.54,215.12,1038.46,1281.18,228.78,637.42,203.04,104.1,203.04,211.18,1326.42,1139.8,224.98,259.14,241.06,222.94,229.12,272.46,230.84,238.28,270.92,222.44,212.38,221.26,207.86,209.64,212.52,206.96,206,201.38,212.42,211.54,198.02,219.06,1000.74,1250.44,229.32,183.88,195.98,112.04,197.38,218.34,1324.72,1131.94,215.34,201.76,201.14,211.8,203.06,220.34,206.36,209.12,206.36,209.86,215.44,199.42,207.04,205.9,215.76,189.84,197.14,196.26,203.34,204.3,194.16,204.68,991.68,1270.86,233.06,191.2,208.76,97.38,196.14,215.16,1323.36,1177.96,1181.04,1175.84,1144.78,1133.42,1114.12,1202.06,1182.74,1178.24,1173.42,1179.86,1165.16,1187.56,1171.06,1174.24,1183.82,1218.16,1201.04,1199.94,1202.74,1178.78,1162.88,1145.96,1065.14,1370.28,215.96,201.84,195.96,109.68,204.62,203.82,2566.14,1481.3,1471.4,1520.26,1513.4,1504.36,1534.96,1544.26,1541.46,1531.2,1543.78,1537.9,1524.7,1497.78,1668.98,1664.58,1674.16,1644.58,1625.12,1611.02,1599.64,1584.1,1543.08,1504.88,1628.78,2568.4,217.46,192.2,209.76,101.64,196.48,193.08,194.02,197.6,203.44,208.1,208.74,205.64,204.74,207.72,211.04,197.32,204.3,220.3,219.02,219.48,217.62,219.62,218.78,208.14,214.06,218.42,223.84,214.78,213.36,219.26,212.54,199.56,190.68,190.02,202.46,109.6,198.12,199.82,192.82,201.04,205.22,184.82,196.12,192.96,197.66,199.48,193.28,191.18,187.58,183.72,188.26,179.94,181.8,181.92,174.22,181.06,183.2,181.06,179.92,181.06,194.06,181.04,217.84,209.86,199.42,190.02,207.84,2258.78,208.08,202.48,201.48,204,188.28,204.76,212.38,201.86,190.88,192.32,201.08,189.7,199.04,208.02,212.32,2624.46,215.96,204.42,203.76,193.52,198.64,207.42,207.44,211.34,230.84,218.4,223.06,235.7,2428.52,242.96,2392.82
Wavelength data
400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730
Spectrum data
365.806,391.011,416.216,441.422,466.627,491.832,510.497,529.163,547.829,566.495,585.16,613.279,641.398,669.517,697.636,725.755,769.748,813.742,857.735,901.728,945.722,1004.75,1063.78,1122.81,1181.84,1240.87,1303.73,1366.6,1429.46,1492.33,1555.19,1604.52,1653.84,1703.16,1752.48,1801.8,1824.42,1847.04,1869.66,1892.28,1914.9,1912.62,1910.34,1908.05,1905.77,1903.49,1887.96,1872.44,1856.91,1841.38,1825.86,1807.43,1789,1770.57,1752.14,1733.72,1715.19,1696.66,1678.14,1659.61,1641.09,1622.62,1604.16,1585.7,1567.23,1548.77,1533.06,1517.35,1501.65,1485.94,1470.23,1460.83,1451.42,1442.01,1432.6,1423.2,1421.68,1420.16,1418.64,1417.12,1415.6,1415.54,1415.47,1415.41,1415.35,1415.28,1407.32,1399.35,1391.39,1383.42,1375.46,1356.18,1336.91,1317.64,1298.37,1279.1,1254.18,1229.26,1204.34,1179.42,1154.49,1132.28,1110.07,1087.86,1065.66,1043.45,1028.37,1013.3,998.23,983.159,968.087,960.713,953.34,945.967,938.593,931.22,938.652,946.084,953.517,960.949,968.381,1009.66,1050.94,1092.22,1133.5,1174.78,1269.34,1363.89,1458.45,1553,1647.55,1792.62,1937.68,2082.75,2227.81,2372.88,2526.19,2679.5,2832.81,2986.13,3139.44,3232.5,3325.56,3418.62,3511.68,3604.74,3588.18,3571.63,3555.07,3538.52,3521.96,3404.82,3287.69,3170.55,3053.41,2936.28,2780.21,2624.13,2468.06,2311.99,2155.91,2028.28,1900.64,1773,1645.36,1517.72,1451.05,1384.38,1317.7,1251.03,1184.36,1172.85,1161.35,1149.85,1138.35,1126.84,1144.82,1162.79,1180.76,1198.73,1216.71,1239.39,1262.08,1284.76,1307.44,1330.13,1345.7,1361.27,1376.84,1392.42,1407.99,1420.6,1433.21,1445.82,1458.43,1471.04,1497.55,1524.06,1550.57,1577.08,1603.58,1652.1,1700.62,1749.14,1797.65,1846.17,1901.32,1956.48,2011.63,2066.78,2121.94,2152.41,2182.88,2213.34,2243.81,2274.28,2258.04,2241.79,2225.55,2209.3,2193.06,2133.45,2073.85,2014.24,1954.64,1895.03,1814.32,1733.61,1652.9,1572.19,1491.48,1415.31,1339.14,1262.98,1186.81,1110.65,1052.62,994.586,936.555,878.523,820.492,785.679,750.866,716.053,681.241,646.428,631.933,617.438,602.942,588.447,573.952,569.099,564.247,559.394,554.541,549.688,547.462,545.236,543.01,540.784,538.558,538.438,538.319,538.199,538.08,537.961,541.062,544.164,547.266,550.368,553.469,559.104,564.738,570.373,576.008,581.642,585.6,589.559,593.517,597.475,601.434,603.108,604.783,606.458,608.133,609.808,610.31,610.813,611.315,611.818,612.32,611.79,611.26,610.73,610.2,609.67,608.196,606.722,605.248,603.774,602.3,602.822,603.343,603.864,604.386,604.907,604.833,604.759,604.684,604.61,604.536,602.857,601.178,599.499,597.821,596.142,585.139,574.136,563.133,552.13,541.127,524.577,508.027,491.476,474.926,458.376,443.88,429.385,414.889,400.394,385.899
